,,group,reference,name,stat,meanchange,pval,padj,cell_type
CD8 Effector Memory,197,Canertinib,DMSO control,p53,19.667748689127748,0.46432057917449576,4.0747465272490414e-86,2.852322569074329e-85,CD8 Effector Memory
CD8 Effector Memory,198,Canertinib,DMSO control,TGFb,-17.067042232605765,-0.33282864322205225,2.6109680675779646e-65,1.2184517648697169e-64,CD8 Effector Memory
CD8 Effector Memory,199,Canertinib,DMSO control,NFkB,16.568072757400493,0.4396236328934888,1.1856533591719227e-61,4.149786757101729e-61,CD8 Effector Memory
CD8 Effector Memory,200,Canertinib,DMSO control,JAK-STAT,14.46889423279643,0.30957809438331974,1.9051024102787165e-47,5.334286748780406e-47,CD8 Effector Memory
CD8 Effector Memory,201,Canertinib,DMSO control,WNT,13.09828906929744,0.23686285396330986,3.3676369148980954e-39,7.857819468095556e-39,CD8 Effector Memory
CD8 Effector Memory,202,Canertinib,DMSO control,MAPK,-9.389653495801177,-0.24132463331252607,6.019796636766886e-21,1.2039593273533772e-20,CD8 Effector Memory
CD8 Effector Memory,203,Canertinib,DMSO control,VEGF,-8.200299733541021,-0.19976389639883418,2.397883969374104e-16,4.1962969464046815e-16,CD8 Effector Memory
CD8 Effector Memory,204,Canertinib,DMSO control,Hypoxia,-7.0488768524518,-0.21500475831827215,1.8036768629397528e-12,2.805719564572949e-12,CD8 Effector Memory
CD8 Effector Memory,205,Canertinib,DMSO control,PI3K,-5.299713983801308,-0.13650217787053004,1.1598422981538294e-07,1.623779217415361e-07,CD8 Effector Memory
CD8 Effector Memory,206,Canertinib,DMSO control,Estrogen,-3.8712501432686843,-0.07770618974818433,0.00010827860730561966,0.00013780913657078866,CD8 Effector Memory
CD8 Effector Memory,207,Canertinib,DMSO control,Trail,3.303577890100958,0.07326079742504388,0.0009545944692612133,0.0011136935474714157,CD8 Effector Memory
CD8 Effector Memory,208,Canertinib,DMSO control,EGFR,-2.218604467300669,-0.06238373207887338,0.026513645367132844,0.028553156549219985,CD8 Effector Memory
CD8 Effector Memory,209,Canertinib,DMSO control,Androgen,1.5772298831448646,0.04463760055518318,0.11474263932317366,0.11474263932317366,CD8 Effector Memory
CD8 Effector Memory,210,Afatinib,DMSO control,TNFa,13.12071842476263,0.3158590377000041,2.5054841720920435e-39,3.507677840928861e-38,CD8 Effector Memory
CD8 Effector Memory,211,Afatinib,DMSO control,NFkB,11.459514756430197,0.3269760380776636,2.1069189869013214e-30,1.474843290830925e-29,CD8 Effector Memory
CD8 Effector Memory,212,Afatinib,DMSO control,VEGF,-9.736341364899019,-0.233200118661264,2.1101509352799343e-22,9.847371031306362e-22,CD8 Effector Memory
CD8 Effector Memory,213,Afatinib,DMSO control,p53,9.184140824506269,0.20172362005645317,4.148255225559536e-20,1.4518893289458378e-19,CD8 Effector Memory
CD8 Effector Memory,214,Afatinib,DMSO control,WNT,9.018038504916769,0.1587268194596111,1.9148702629304522e-19,5.361636736205266e-19,CD8 Effector Memory
CD8 Effector Memory,215,Afatinib,DMSO control,EGFR,8.845845240564376,0.24768486416936342,9.083807848103447e-19,2.119555164557471e-18,CD8 Effector Memory
CD8 Effector Memory,216,Afatinib,DMSO control,JAK-STAT,7.383251489611539,0.19556456024348812,1.544698501918424e-13,3.089397003836848e-13,CD8 Effector Memory
CD8 Effector Memory,217,Afatinib,DMSO control,Hypoxia,6.226535961029211,0.18078985537510617,4.768608089854121e-10,8.345064157244713e-10,CD8 Effector Memory
CD8 Effector Memory,218,Afatinib,DMSO control,PI3K,5.297621766579001,0.1380088345608956,1.1732066785251224e-07,1.8249881665946348e-07,CD8 Effector Memory
CD8 Effector Memory,219,Afatinib,DMSO control,MAPK,3.076141416279318,0.0755977905476719,0.0020969836265945507,0.0029357770772323708,CD8 Effector Memory
CD8 Effector Memory,220,Afatinib,DMSO control,TGFb,-2.3947000516398953,-0.05021730222113065,0.016633966577246143,0.021170502916495092,CD8 Effector Memory
CD8 Effector Memory,221,Afatinib,DMSO control,Estrogen,-1.3339958597644686,-0.02919653568800129,0.1822052134081963,0.21257274897622902,CD8 Effector Memory
CD8 Effector Memory,222,Afatinib,DMSO control,Trail,1.2525351133244726,0.02520583209041749,0.21037494182579586,0.22655762965854936,CD8 Effector Memory
CD8 Effector Memory,223,Afatinib,DMSO control,Androgen,-0.5519862293733145,-0.013573710117549487,0.5809577880069833,0.5809577880069833,CD8 Effector Memory
CD8 Effector Memory,224,Baricitinib,DMSO control,PI3K,9.529373443545786,0.24484516023876846,1.5823534516136808e-21,2.2152948322591532e-20,CD8 Effector Memory
CD8 Effector Memory,225,Baricitinib,DMSO control,MAPK,9.309696801387334,0.23698033558311504,1.2819778012310117e-20,8.973844608617082e-20,CD8 Effector Memory
CD8 Effector Memory,226,Baricitinib,DMSO control,JAK-STAT,-7.97197047650184,-0.19730021823366334,1.561641179056675e-15,7.287658835597817e-15,CD8 Effector Memory
CD8 Effector Memory,227,Baricitinib,DMSO control,EGFR,7.481933611414993,0.21276555312839607,7.3236943132026e-14,2.56329300962091e-13,CD8 Effector Memory
CD8 Effector Memory,228,Baricitinib,DMSO control,Trail,-5.388015908186822,-0.11249530910062616,7.123974805217059e-08,1.9947129454607765e-07,CD8 Effector Memory
CD8 Effector Memory,229,Baricitinib,DMSO control,WNT,-3.5384833914434206,-0.06763183681918616,0.000402432597024128,0.0009390093930562986,CD8 Effector Memory
CD8 Effector Memory,230,Baricitinib,DMSO control,TGFb,3.483235659835638,0.07011016804112852,0.0004953920784390253,0.0009907841568780507,CD8 Effector Memory
CD8 Effector Memory,231,Baricitinib,DMSO control,p53,1.4601220347882018,0.03009593975589242,0.14425653772301245,0.25244894101527177,CD8 Effector Memory
CD8 Effector Memory,232,Baricitinib,DMSO control,NFkB,1.0896133502818588,0.020758820957494928,0.27588349974906967,0.429152110720775,CD8 Effector Memory
CD8 Effector Memory,233,Baricitinib,DMSO control,TNFa,0.9080270559533391,0.01598082787097832,0.36386392720379035,0.4947218208809708,CD8 Effector Memory
CD8 Effector Memory,234,Baricitinib,DMSO control,Estrogen,0.840616220803878,0.023966342081612968,0.40056296857208473,0.4947218208809708,CD8 Effector Memory
CD8 Effector Memory,235,Baricitinib,DMSO control,Hypoxia,-0.7994193828748916,-0.02819085557876555,0.42404727504083206,0.4947218208809708,CD8 Effector Memory
CD8 Effector Memory,236,Baricitinib,DMSO control,Androgen,0.5266695521779939,0.013082970363680002,0.5984230831847266,0.6444556280450902,CD8 Effector Memory
CD8 Effector Memory,237,Baricitinib,DMSO control,VEGF,0.2357587024404759,0.013236844735923459,0.8136199155583603,0.8136199155583603,CD8 Effector Memory
Treg,0,Tofacitinib,DMSO control,JAK-STAT,-11.430619679454795,-0.42849705300569874,2.940031528719443e-30,4.1160441402072203e-29,Treg
Treg,1,Tofacitinib,DMSO control,EGFR,3.891120180625418,0.13459340657897156,9.97824916799723e-05,0.0006984774417598061,Treg
Treg,2,Tofacitinib,DMSO control,MAPK,3.4629499940854735,0.11805002681803378,0.0005342876816437445,0.0024933425143374745,Treg
Treg,3,Tofacitinib,DMSO control,Hypoxia,3.001835234050111,0.1094129664657646,0.0026835738125766334,0.009392508344018217,Treg
Treg,4,Tofacitinib,DMSO control,Estrogen,2.7672349047145848,0.0750220038227849,0.0056534003173989746,0.015829520888717127,Treg
Treg,5,Tofacitinib,DMSO control,PI3K,1.8052861393185393,0.05706517275470002,0.07102991747446734,0.16573647410709047,Treg
Treg,6,Tofacitinib,DMSO control,TNFa,-1.2606353048644487,-0.04415468689416402,0.20744027260674736,0.37887671370081405,Treg
Treg,7,Tofacitinib,DMSO control,VEGF,1.2358858989052046,0.05377873595669236,0.21650097925760803,0.37887671370081405,Treg
Treg,8,Tofacitinib,DMSO control,WNT,-1.137653157371605,-0.017913465379564286,0.25526534050780747,0.3970794185677005,Treg
Treg,9,Tofacitinib,DMSO control,TGFb,1.0475063144736965,0.028021859734361554,0.29486612139642365,0.4128125699549931,Treg
Treg,10,Tofacitinib,DMSO control,Androgen,-0.8001761582319804,-0.01930732132400026,0.42360874125517756,0.5297805172290357,Treg
Treg,11,Tofacitinib,DMSO control,Trail,0.7486012372043285,0.011406265819425832,0.45409758619631635,0.5297805172290357,Treg
Treg,12,Tofacitinib,DMSO control,p53,-0.1469666711487114,-0.005338095784493735,0.8831583271878638,0.8950300117282255,Treg
Treg,13,Tofacitinib,DMSO control,NFkB,0.13194219733239332,-0.002038161786171888,0.8950300117282255,0.8950300117282255,Treg
Treg,14,Ruxolitinib,DMSO control,JAK-STAT,-15.844010333488182,-0.5986639837033786,1.5463633791230701e-56,2.164908730772298e-55,Treg
Treg,15,Ruxolitinib,DMSO control,MAPK,7.977847543181212,0.27717024265412693,1.489071583025834e-15,1.0423501081180838e-14,Treg
Treg,16,Ruxolitinib,DMSO control,PI3K,7.418798889551801,0.2647875571408753,1.1818721088000214e-13,5.5154031744001e-13,Treg
Treg,17,Ruxolitinib,DMSO control,Trail,-6.566961214399579,-0.1990911300360234,5.135241545431407e-11,1.7973345409009925e-10,Treg
Treg,18,Ruxolitinib,DMSO control,EGFR,6.438631684011526,0.2536396003978272,1.2055534301802067e-10,3.3755496045045786e-10,Treg
Treg,19,Ruxolitinib,DMSO control,Estrogen,3.268341244717091,0.09040624860499591,0.0010817984789654117,0.0025241964509192943,Treg
Treg,20,Ruxolitinib,DMSO control,TNFa,-3.2088631489595465,-0.10768156382784255,0.0013326090395448388,0.0026652180790896775,Treg
Treg,21,Ruxolitinib,DMSO control,WNT,-2.7776327526887554,-0.04919203786550841,0.005475646732133552,0.009582381781233718,Treg
Treg,22,Ruxolitinib,DMSO control,Androgen,-1.9626635437701976,-0.05409880649429771,0.0496852818546485,0.07728821621834212,Treg
Treg,23,Ruxolitinib,DMSO control,NFkB,-1.8681916495535824,-0.06334919087863844,0.061735362315391194,0.08642950724154767,Treg
Treg,24,Ruxolitinib,DMSO control,Hypoxia,-1.8165530735807,-0.059744617626278806,0.06928557433923842,0.08818164006812163,Treg
Treg,25,Ruxolitinib,DMSO control,TGFb,1.0545858353801831,0.030420255873359836,0.2916147847844255,0.3402172489151631,Treg
Treg,26,Ruxolitinib,DMSO control,p53,-0.9577280003595404,-0.027076141017329025,0.33819993358473577,0.3642153130912539,Treg
Treg,27,Ruxolitinib,DMSO control,VEGF,0.38288669093204236,0.022538166375387636,0.7018037798911565,0.7018037798911565,Treg
Treg,28,NVP-BSK805 2HCl,DMSO control,JAK-STAT,-12.555757434243581,-0.46208348529001364,3.696271457594246e-36,5.174780040631944e-35,Treg
Treg,29,NVP-BSK805 2HCl,DMSO control,EGFR,9.510247598102909,0.32242348871249904,1.902092652057547e-21,1.3314648564402829e-20,Treg
Treg,30,NVP-BSK805 2HCl,DMSO control,MAPK,8.397354828125952,0.2674079176051687,4.5664856917573196e-17,2.131026656153416e-16,Treg
Treg,31,NVP-BSK805 2HCl,DMSO control,PI3K,5.602501168499834,0.17897656421663033,2.112806118622917e-08,7.394821415180209e-08,Treg
Treg,32,NVP-BSK805 2HCl,DMSO control,TGFb,5.268426800030103,0.1288915181923881,1.3759789038831102e-07,3.8527409308727084e-07,Treg
Treg,33,NVP-BSK805 2HCl,DMSO control,NFkB,4.943302388881562,0.17148072995087027,7.68102035699775e-07,1.792238083299475e-06,Treg
Treg,34,NVP-BSK805 2HCl,DMSO control,Estrogen,4.304470499321122,0.13038668217328553,1.6738559414977298e-05,3.3477118829954596e-05,Treg
Treg,35,NVP-BSK805 2HCl,DMSO control,Hypoxia,3.3448170627088647,0.12693276771094864,0.0008233685907024769,0.0014408950337293346,Treg
Treg,36,NVP-BSK805 2HCl,DMSO control,TNFa,2.038869123592179,0.0638394527258015,0.041463091221066686,0.06449814189943708,Treg
Treg,37,NVP-BSK805 2HCl,DMSO control,Trail,-1.5651524723034003,-0.04642478867029154,0.11754716254433481,0.16456602756206873,Treg
Treg,38,NVP-BSK805 2HCl,DMSO control,Androgen,1.1455371655907773,0.04305841698351609,0.25198670901295717,0.2941785058108386,Treg
Treg,39,NVP-BSK805 2HCl,DMSO control,WNT,-1.1451355649417496,-0.031039416657343333,0.2521530049807188,0.2941785058108386,Treg
Treg,40,NVP-BSK805 2HCl,DMSO control,VEGF,0.6971213551907415,0.02543425206502281,0.4857268507711888,0.5230904546766648,Treg
Treg,41,NVP-BSK805 2HCl,DMSO control,p53,-0.512442428159304,-0.025484126079613922,0.6083414032776526,0.6083414032776526,Treg
Treg,42,Gefitinib,DMSO control,EGFR,14.702641289458759,0.49962675409004076,6.199365097228433e-49,8.679111136119805e-48,Treg
Treg,43,Gefitinib,DMSO control,Estrogen,10.864099673640581,0.30932891595670986,1.709005145796236e-27,1.1963036020573652e-26,Treg
Treg,44,Gefitinib,DMSO control,MAPK,10.692025832135162,0.335904266423535,1.1092129944830052e-26,5.176327307587358e-26,Treg
Treg,45,Gefitinib,DMSO control,JAK-STAT,10.647048959347742,0.4023073310012331,1.7998037419209948e-26,6.299313096723481e-26,Treg
Treg,46,Gefitinib,DMSO control,Androgen,7.019962593790792,0.24758083030774736,2.219276526684466e-12,6.2139742747165045e-12,Treg
Treg,47,Gefitinib,DMSO control,NFkB,6.8713364110845,0.23778605783036744,6.360320149828335e-12,1.4840747016266118e-11,Treg
Treg,48,Gefitinib,DMSO control,PI3K,6.833233965535917,0.22981119179866671,8.302138580144124e-12,1.6604277160288248e-11,Treg
Treg,49,Gefitinib,DMSO control,VEGF,6.661533154965937,0.22019625447488034,2.7098564816345096e-11,4.7422488428603917e-11,Treg
Treg,50,Gefitinib,DMSO control,TGFb,4.797017959366176,0.10611219627666468,1.6104516732603741e-06,2.5051470472939154e-06,Treg
Treg,51,Gefitinib,DMSO control,Hypoxia,-3.412913318480369,-0.1377306640047462,0.0006427238194518735,0.0008998133472326229,Treg
Treg,52,Gefitinib,DMSO control,TNFa,2.6184107161253656,0.07493747583691457,0.008834040609410293,0.011243324411976736,Treg
Treg,53,Gefitinib,DMSO control,Trail,-0.8646857083514844,-0.02058533819247821,0.3872113157336331,0.451746535022572,Treg
Treg,54,Gefitinib,DMSO control,p53,-0.35672415454855394,-0.025251640524709185,0.7212983209569208,0.7767828071843762,Treg
Treg,55,Gefitinib,DMSO control,WNT,-0.15390190593609557,0.009497180093661406,0.8776870812904202,0.8776870812904202,Treg
Treg,56,Ruxolitinib phosphate,DMSO control,JAK-STAT,-15.75542460877553,-0.5886586783945186,6.3034565950966985e-56,8.824839233135379e-55,Treg
Treg,57,Ruxolitinib phosphate,DMSO control,MAPK,8.607043633959332,0.2866471742829835,7.49689158500999e-18,5.2478241095069925e-17,Treg
Treg,58,Ruxolitinib phosphate,DMSO control,EGFR,7.139554055468684,0.272586127677803,9.363419162456864e-13,4.369595609146537e-12,Treg
Treg,59,Ruxolitinib phosphate,DMSO control,PI3K,7.066148255217435,0.24273019297507714,1.5929323158421391e-12,5.575263105447487e-12,Treg
Treg,60,Ruxolitinib phosphate,DMSO control,Estrogen,3.5157904500476205,0.10760705817137506,0.00043844689000827644,0.001227651292023174,Treg
Treg,61,Ruxolitinib phosphate,DMSO control,Trail,-3.075754283607431,-0.0925595856459851,0.002099708027541866,0.004899318730931021,Treg
Treg,62,Ruxolitinib phosphate,DMSO control,TNFa,-1.8809310911547832,-0.0716713180665558,0.05998129319504547,0.11664291842977628,Treg
Treg,63,Ruxolitinib phosphate,DMSO control,TGFb,1.8340060489460714,0.05085840365406369,0.06665309624558645,0.11664291842977628,Treg
Treg,64,Ruxolitinib phosphate,DMSO control,p53,0.9730681992964298,0.02033094025495652,0.33051940785443845,0.5141413011069043,Treg
Treg,65,Ruxolitinib phosphate,DMSO control,Androgen,-0.8834322570191091,-0.019249709188464803,0.37700276881083894,0.5278038763351744,Treg
Treg,66,Ruxolitinib phosphate,DMSO control,WNT,-0.5020523933398096,-0.007055673960865594,0.6156306666541611,0.7835299393780232,Treg
Treg,67,Ruxolitinib phosphate,DMSO control,Hypoxia,-0.26201713495422685,-0.015954899999219396,0.7933082317825335,0.9255262704129559,Treg
Treg,68,Ruxolitinib phosphate,DMSO control,NFkB,-0.1767661784172832,-0.01814530029999506,0.8596920563676487,0.9258222145497754,Treg
Treg,69,Ruxolitinib phosphate,DMSO control,VEGF,0.08194798026497119,0.009681956336708986,0.9346880799808206,0.9346880799808206,Treg
Treg,70,Gefitinib hydrochloride,DMSO control,EGFR,12.869319430586573,0.42412783792341147,6.698980398319529e-38,9.37857255764734e-37,Treg
Treg,71,Gefitinib hydrochloride,DMSO control,JAK-STAT,11.913888740647778,0.46456270721615917,1.0019309671428335e-32,7.013516769999835e-32,Treg
Treg,72,Gefitinib hydrochloride,DMSO control,Estrogen,10.670220898483688,0.29993021325074354,1.402924616256111e-26,6.546981542528518e-26,Treg
Treg,73,Gefitinib hydrochloride,DMSO control,MAPK,9.621788730420013,0.2880046587053977,6.469617264609671e-22,2.264366042613385e-21,Treg
Treg,74,Gefitinib hydrochloride,DMSO control,VEGF,7.720367545198711,0.2521545030211936,1.1599473504834107e-14,3.24785258135355e-14,Treg
Treg,75,Gefitinib hydrochloride,DMSO control,Androgen,7.0796273002033825,0.24224403388865556,1.4454266828399435e-12,3.3726622599598685e-12,Treg
Treg,76,Gefitinib hydrochloride,DMSO control,PI3K,5.557992407692822,0.18190822001728368,2.728952527355308e-08,5.457905054710616e-08,Treg
Treg,77,Gefitinib hydrochloride,DMSO control,NFkB,5.305233789230729,0.18426251011420547,1.1252867999500651e-07,1.969251899912614e-07,Treg
Treg,78,Gefitinib hydrochloride,DMSO control,TGFb,5.154138805528682,0.11897844244081712,2.547991620287904e-07,3.9635425204478506e-07,Treg
Treg,79,Gefitinib hydrochloride,DMSO control,Hypoxia,-3.22579750477653,-0.14550714515469387,0.0012562220116878922,0.001758710816363049,Treg
Treg,80,Gefitinib hydrochloride,DMSO control,Trail,-1.8720113480228608,-0.03698611521053197,0.0612050335526163,0.07789731543060256,Treg
Treg,81,Gefitinib hydrochloride,DMSO control,p53,-1.2560127120992373,-0.04562732358115262,0.209111361195923,0.24396325472857686,Treg
Treg,82,Gefitinib hydrochloride,DMSO control,WNT,-0.5198331365128457,0.004450660292476982,0.6031798814910676,0.6111938574456935,Treg
Treg,83,Gefitinib hydrochloride,DMSO control,TNFa,0.5083700430016364,0.0072090137497418105,0.6111938574456935,0.6111938574456935,Treg
Treg,84,Erlotinib hydrochloride,DMSO control,EGFR,13.501402453930899,0.4588255474810512,1.5342738853179248e-41,2.1479834394450946e-40,Treg
Treg,85,Erlotinib hydrochloride,DMSO control,Estrogen,12.381209399176942,0.3603850946795748,3.303272265746444e-35,2.3122905860225108e-34,Treg
Treg,86,Erlotinib hydrochloride,DMSO control,JAK-STAT,11.83232346754228,0.4546195855739112,2.656841059729648e-32,1.2398591612071692e-31,Treg
Treg,87,Erlotinib hydrochloride,DMSO control,MAPK,9.743524109158729,0.3052155324729666,1.9661500966963194e-22,6.881525338437118e-22,Treg
Treg,88,Erlotinib hydrochloride,DMSO control,Hypoxia,-7.522905475235093,-0.286309001659766,5.3572156366035236e-14,1.5000203782489864e-13,Treg
Treg,89,Erlotinib hydrochloride,DMSO control,Androgen,6.941254275851149,0.2308180178848136,3.8863376036669365e-12,9.068121075222852e-12,Treg
Treg,90,Erlotinib hydrochloride,DMSO control,PI3K,6.6842229357881875,0.20927317292324266,2.3215316770740136e-11,4.643063354148027e-11,Treg
Treg,91,Erlotinib hydrochloride,DMSO control,VEGF,6.3206096999721915,0.20935372468350133,2.6053330131874996e-10,4.559332773078124e-10,Treg
Treg,92,Erlotinib hydrochloride,DMSO control,TGFb,4.983786775801495,0.11315543693898522,6.235178827612106e-07,9.699167065174387e-07,Treg
Treg,93,Erlotinib hydrochloride,DMSO control,NFkB,4.565474497957773,0.17479263762916175,4.983657822601848e-06,6.977120951642587e-06,Treg
Treg,94,Erlotinib hydrochloride,DMSO control,p53,-2.464110607148051,-0.06671823358360673,0.013735371797207987,0.01748138228735562,Treg
Treg,95,Erlotinib hydrochloride,DMSO control,WNT,-2.2479139974701456,-0.044728267956207324,0.02458167444080237,0.0286786201809361,Treg
Treg,96,Erlotinib hydrochloride,DMSO control,Trail,-2.19180686129121,-0.06019372138970602,0.028393455481271826,0.030577567441369656,Treg
Treg,97,Erlotinib hydrochloride,DMSO control,TNFa,1.0965803989875325,0.036801210365847936,0.2728248597888421,0.2728248597888421,Treg
Treg,98,Erlotinib,DMSO control,JAK-STAT,12.816234435628562,0.47254493151024796,1.3300463370024471e-37,1.862064871803426e-36,Treg
Treg,99,Erlotinib,DMSO control,EGFR,11.694551342127392,0.3863699147659645,1.359035258631618e-31,9.513246810421326e-31,Treg
Treg,100,Erlotinib,DMSO control,Estrogen,11.389656569355367,0.32578093083149406,4.7084180018727435e-30,2.1972617342072805e-29,Treg
Treg,101,Erlotinib,DMSO control,VEGF,9.465306703031585,0.3074114974251758,2.927008075730567e-21,1.0244528265056985e-20,Treg
Treg,102,Erlotinib,DMSO control,MAPK,8.642337064179651,0.2653876903018286,5.5074664733110055e-18,1.5420906125270814e-17,Treg
Treg,103,Erlotinib,DMSO control,Androgen,6.985743807272277,0.23512641376810872,2.8335072691641335e-12,5.783817428084711e-12,Treg
Treg,104,Erlotinib,DMSO control,Hypoxia,-6.982879293995863,-0.265136089102854,2.8919087140423554e-12,5.783817428084711e-12,Treg
Treg,105,Erlotinib,DMSO control,TGFb,6.070205160435165,0.13649686150170587,1.2774694674436451e-09,2.235571568026379e-09,Treg
Treg,106,Erlotinib,DMSO control,PI3K,4.530654910909702,0.14524675536774145,5.880111983699465e-06,9.146840863532502e-06,Treg
Treg,107,Erlotinib,DMSO control,NFkB,3.8148783741383228,0.12655605823476357,0.0001362500234139274,0.00019075003277949836,Treg
Treg,108,Erlotinib,DMSO control,Trail,-2.797724887916831,-0.06805239353552173,0.0051463926727537655,0.006549954310777519,Treg
Treg,109,Erlotinib,DMSO control,WNT,-1.857812750920756,-0.027336724147415836,0.06319560976211283,0.07372821138913165,Treg
Treg,110,Erlotinib,DMSO control,p53,-1.3035043046251507,-0.038388754678644776,0.192402647733793,0.20720285140562322,Treg
Treg,111,Erlotinib,DMSO control,TNFa,0.24162420759648873,0.002023622635587863,0.8090713628368633,0.8090713628368633,Treg
Treg,112,Canertinib dihydrochloride,DMSO control,NFkB,13.627206489733412,0.4756092442390709,2.7594228828376474e-42,3.863192035972706e-41,Treg
Treg,113,Canertinib dihydrochloride,DMSO control,TNFa,11.507238418796577,0.3718297217586257,1.2130074445902127e-30,8.491052112131488e-30,Treg
Treg,114,Canertinib dihydrochloride,DMSO control,JAK-STAT,9.377417061872341,0.35274106109270914,6.760862385016909e-21,3.155069113007891e-20,Treg
Treg,115,Canertinib dihydrochloride,DMSO control,p53,7.570906651409675,0.22127262850273066,3.706283174153235e-14,1.2971991109536324e-13,Treg
Treg,116,Canertinib dihydrochloride,DMSO control,Androgen,5.989062358375627,0.20487742428760114,2.1105423736308386e-09,5.909518646166348e-09,Treg
Treg,117,Canertinib dihydrochloride,DMSO control,Estrogen,5.684618215196751,0.16217700619334652,1.3110520937228485e-08,3.05912155201998e-08,Treg
Treg,118,Canertinib dihydrochloride,DMSO control,EGFR,4.870714398805705,0.17380496223982078,1.11195470325078e-06,2.22390940650156e-06,Treg
Treg,119,Canertinib dihydrochloride,DMSO control,WNT,-4.002561524904484,-0.08802704510806303,6.266036599190008e-05,0.00010965564048582514,Treg
Treg,120,Canertinib dihydrochloride,DMSO control,TGFb,-3.3411597030002467,-0.07906447836030728,0.0008342921889914162,0.001297787849542203,Treg
Treg,121,Canertinib dihydrochloride,DMSO control,Hypoxia,-2.799676850329027,-0.10718560042486125,0.005115378727028873,0.007161530217840422,Treg
Treg,122,Canertinib dihydrochloride,DMSO control,Trail,1.2321646096402887,0.03277878186568339,0.21788760042038413,0.27731149144412526,Treg
Treg,123,Canertinib dihydrochloride,DMSO control,PI3K,-1.0845332735677073,-0.053365979525493046,0.27812842227884704,0.32448315932532157,Treg
Treg,124,Canertinib dihydrochloride,DMSO control,VEGF,-0.7828883593625243,-0.025435146915753215,0.4336926738320107,0.4670536487421654,Treg
Treg,125,Canertinib dihydrochloride,DMSO control,MAPK,-0.1752317337531966,-0.0042460685976069,0.8608975501600685,0.8608975501600685,Treg
Treg,126,Afatinib dimaleate,DMSO control,NFkB,16.494572465903328,0.6022439350870474,4.013907407050313e-61,5.619470369870438e-60,Treg
Treg,127,Afatinib dimaleate,DMSO control,EGFR,15.094681183562132,0.5424802828880422,1.7553428805410537e-51,1.2287400163787376e-50,Treg
Treg,128,Afatinib dimaleate,DMSO control,JAK-STAT,14.302047489142966,0.5460338857343632,2.1246531594606152e-46,9.915048077482872e-46,Treg
Treg,129,Afatinib dimaleate,DMSO control,TNFa,11.986874684346617,0.39462288238335086,4.163181479397228e-33,1.4571135177890298e-32,Treg
Treg,130,Afatinib dimaleate,DMSO control,Estrogen,8.869809782505822,0.2651387320480527,7.32709532245651e-19,2.0515866902878227e-18,Treg
Treg,131,Afatinib dimaleate,DMSO control,PI3K,8.529381438784222,0.28819707128839234,1.471323020804462e-17,3.433087048543745e-17,Treg
Treg,132,Afatinib dimaleate,DMSO control,MAPK,7.387893213984495,0.23920537421150456,1.4917346641777776e-13,2.983469328355555e-13,Treg
Treg,133,Afatinib dimaleate,DMSO control,Androgen,5.942074013002173,0.200894153088226,2.8143828793373745e-09,4.925170038840405e-09,Treg
Treg,134,Afatinib dimaleate,DMSO control,p53,5.382564816147591,0.16165034518394883,7.343192193896033e-08,1.1422743412727163e-07,Treg
Treg,135,Afatinib dimaleate,DMSO control,TGFb,5.03823546008388,0.11709226575394882,4.6984322854788774e-07,6.577805199670428e-07,Treg
Treg,136,Afatinib dimaleate,DMSO control,WNT,4.670448016469605,0.10915192778031169,3.005435338678683e-06,3.825099521954688e-06,Treg
Treg,137,Afatinib dimaleate,DMSO control,VEGF,3.814773962601915,0.12620597696878733,0.00013630764255117436,0.0001590255829763701,Treg
Treg,138,Afatinib dimaleate,DMSO control,Hypoxia,0.7735447406917684,0.029625338148339342,0.439200061088432,0.47298468117215753,Treg
Treg,139,Afatinib dimaleate,DMSO control,Trail,-0.27421516090149295,-0.0015820625347005013,0.7839192778001771,0.7839192778001771,Treg
Treg,140,IL-6 control,DMSO control,JAK-STAT,14.171803085392225,0.5444554894249625,1.3693875748407203e-45,1.9171426047770085e-44,Treg
Treg,141,IL-6 control,DMSO control,EGFR,12.718204828892812,0.4491770923223597,4.6850009503725895e-37,3.2795006652608125e-36,Treg
Treg,142,IL-6 control,DMSO control,Estrogen,12.435081827994003,0.3703703340179594,1.6856809006191348e-35,7.866510869555963e-35,Treg
Treg,143,IL-6 control,DMSO control,MAPK,10.591525832966846,0.34441030728125366,3.2623027913489555e-26,1.1418059769721345e-25,Treg
Treg,144,IL-6 control,DMSO control,VEGF,10.430562224684728,0.35580643218460084,1.7982111925102097e-25,5.034991339028587e-25,Treg
Treg,145,IL-6 control,DMSO control,Androgen,9.173940515688662,0.31882439925069694,4.560367406066723e-20,1.0640857280822354e-19,Treg
Treg,146,IL-6 control,DMSO control,TGFb,7.904840159059708,0.18261753347442422,2.6827761922673244e-15,5.365552384534649e-15,Treg
Treg,147,IL-6 control,DMSO control,PI3K,6.055427956590802,0.21733792864061185,1.4004484178018038e-09,2.4507847311531566e-09,Treg
Treg,148,IL-6 control,DMSO control,Hypoxia,-5.8046509238982935,-0.23191949652589638,6.4500239382231145e-09,1.003337057056929e-08,Treg
Treg,149,IL-6 control,DMSO control,NFkB,5.0861982595258475,0.1823303862469805,3.653121757591906e-07,5.114370460628668e-07,Treg
Treg,150,IL-6 control,DMSO control,p53,-2.810705917486629,-0.08138659940072768,0.004943294569147968,0.006291465815279233,Treg
