,,group,reference,name,stat,meanchange,pval,padj,cell_type
CD8 Central Memory,21,Ruxolitinib,DMSO control,Hypoxia,-2.4497890127135666,-0.10909756936208437,0.014293994493527267,0.025014490363672717,CD8 Central Memory
CD8 Central Memory,22,Ruxolitinib,DMSO control,WNT,-1.6310004702093008,-0.03474511710335426,0.10289022029345246,0.15793722187507128,CD8 Central Memory
CD8 Central Memory,23,Ruxolitinib,DMSO control,NFkB,1.5780170383056364,0.03842886017124747,0.11456169557894433,0.15793722187507128,CD8 Central Memory
CD8 Central Memory,24,Ruxolitinib,DMSO control,TGFb,1.5378163224906185,0.043789939627231655,0.12409353147327029,0.15793722187507128,CD8 Central Memory
CD8 Central Memory,25,Ruxolitinib,DMSO control,TNFa,1.1235822185165163,0.03496947713075382,0.26119030302820356,0.2844909769226274,CD8 Central Memory
CD8 Central Memory,26,Ruxolitinib,DMSO control,p53,1.1165887760187423,0.037012968718880934,0.2641701928567255,0.2844909769226274,CD8 Central Memory
CD8 Central Memory,27,Ruxolitinib,DMSO control,Androgen,0.3356852398931455,0.00333773149137806,0.737108237467041,0.737108237467041,CD8 Central Memory
CD8 Central Memory,28,NVP-BSK805 2HCl,DMSO control,JAK-STAT,-12.032311943616142,-0.3755926258001604,2.403350655312361e-33,3.3646909174373056e-32,CD8 Central Memory
CD8 Central Memory,29,NVP-BSK805 2HCl,DMSO control,EGFR,10.798844913829203,0.42489735246040405,3.485608118624749e-27,2.439925683037324e-26,CD8 Central Memory
CD8 Central Memory,30,NVP-BSK805 2HCl,DMSO control,MAPK,8.700122219600827,0.28436161664291637,3.3152692140851162e-18,1.547125633239721e-17,CD8 Central Memory
CD8 Central Memory,31,NVP-BSK805 2HCl,DMSO control,Hypoxia,7.980071532526255,0.33991185442956073,1.4624851010914963e-15,5.118697853820237e-15,CD8 Central Memory
CD8 Central Memory,32,NVP-BSK805 2HCl,DMSO control,NFkB,7.869708452994906,0.282300941401477,3.554686603458529e-15,9.95312248968388e-15,CD8 Central Memory
CD8 Central Memory,33,NVP-BSK805 2HCl,DMSO control,TNFa,5.044139989522464,0.16137820618566456,4.5556568975339714e-07,1.0629866094245933e-06,CD8 Central Memory
CD8 Central Memory,34,NVP-BSK805 2HCl,DMSO control,Estrogen,4.1890085414677865,0.12310805079512699,2.801758554940147e-05,5.603517109880294e-05,CD8 Central Memory
CD8 Central Memory,35,NVP-BSK805 2HCl,DMSO control,TGFb,3.9118695190248083,0.1017139407846632,9.158439217548787e-05,0.00016027268630710377,CD8 Central Memory
CD8 Central Memory,36,NVP-BSK805 2HCl,DMSO control,VEGF,-3.6311277348946502,-0.1334811117668,0.00028218546900550464,0.00043895517400856275,CD8 Central Memory
CD8 Central Memory,37,NVP-BSK805 2HCl,DMSO control,PI3K,3.2890477929257877,0.10793095101373706,0.001005269520394385,0.0014073773285521389,CD8 Central Memory
CD8 Central Memory,38,NVP-BSK805 2HCl,DMSO control,Androgen,2.7136092236999367,0.08599664418352004,0.0066554624042424295,0.008470588514490365,CD8 Central Memory
CD8 Central Memory,39,NVP-BSK805 2HCl,DMSO control,p53,1.6262592628462387,0.04939392043946933,0.10389451387980737,0.12121026619310861,CD8 Central Memory
CD8 Central Memory,40,NVP-BSK805 2HCl,DMSO control,WNT,-0.5313845465699488,-0.007844325380174322,0.5951523280133868,0.6409332763221088,CD8 Central Memory
CD8 Central Memory,41,NVP-BSK805 2HCl,DMSO control,Trail,-0.34723325931888005,-0.012679967490930144,0.7284160861319082,0.7284160861319082,CD8 Central Memory
CD8 Central Memory,42,Gefitinib,DMSO control,MAPK,-3.5238173688908674,-0.13090027229315648,0.0004253773351396724,0.00515703477405499,CD8 Central Memory
CD8 Central Memory,43,Gefitinib,DMSO control,JAK-STAT,3.3755364763402302,0.09638646631550199,0.0007367192534364272,0.00515703477405499,CD8 Central Memory
CD8 Central Memory,44,Gefitinib,DMSO control,Trail,2.762414496287102,0.07900582972101977,0.005737558756951297,0.026775274199106053,CD8 Central Memory
CD8 Central Memory,45,Gefitinib,DMSO control,TNFa,2.4213196668112444,0.08291606458250911,0.01546427169539333,0.046756655637901365,CD8 Central Memory
CD8 Central Memory,46,Gefitinib,DMSO control,TGFb,-2.393273116411042,-0.06590270191083056,0.016698805584964775,0.046756655637901365,CD8 Central Memory
CD8 Central Memory,47,Gefitinib,DMSO control,p53,1.820147956059072,0.05366946747414936,0.06873647620785878,0.16038511115167048,CD8 Central Memory
CD8 Central Memory,48,Gefitinib,DMSO control,NFkB,1.6567463145970212,0.047960377142090005,0.09757077501636006,0.19514155003272013,CD8 Central Memory
CD8 Central Memory,49,Gefitinib,DMSO control,Estrogen,-1.1854667146548314,-0.050790699309292364,0.23583296753618166,0.4127076931883179,CD8 Central Memory
CD8 Central Memory,50,Gefitinib,DMSO control,Androgen,0.9674840472835163,0.029898689405289613,0.333302112312856,0.5184699524866649,CD8 Central Memory
CD8 Central Memory,51,Gefitinib,DMSO control,VEGF,-0.7514524442878675,-0.040366399693056554,0.4523804106600833,0.6333325749241165,CD8 Central Memory
CD8 Central Memory,52,Gefitinib,DMSO control,WNT,0.5113739728621318,0.012401274012926122,0.6090892162025343,0.7304046211223535,CD8 Central Memory
CD8 Central Memory,53,Gefitinib,DMSO control,Hypoxia,-0.4872783278226533,-0.015281248276077353,0.6260611038191601,0.7304046211223535,CD8 Central Memory
CD8 Central Memory,54,Gefitinib,DMSO control,EGFR,-0.34607004363380633,-0.019201878488704915,0.7292900757571233,0.7853893123538251,CD8 Central Memory
CD8 Central Memory,55,Gefitinib,DMSO control,PI3K,0.1451591895495712,0.0002448319025753487,0.8845851866075279,0.8845851866075279,CD8 Central Memory
CD8 Central Memory,56,Ruxolitinib phosphate,DMSO control,JAK-STAT,-10.794050567429839,-0.34294371435393833,3.672384544378452e-27,5.1413383621298333e-26,CD8 Central Memory
CD8 Central Memory,57,Ruxolitinib phosphate,DMSO control,EGFR,10.71225061846226,0.4402352447494864,8.916729566032133e-27,6.241710696222493e-26,CD8 Central Memory
CD8 Central Memory,58,Ruxolitinib phosphate,DMSO control,MAPK,9.028425239186815,0.3121399033658798,1.7415987825821945e-19,8.127460985383575e-19,CD8 Central Memory
CD8 Central Memory,59,Ruxolitinib phosphate,DMSO control,PI3K,6.01218270115906,0.21049744426414516,1.8304185989139075e-09,6.406465096198676e-09,CD8 Central Memory
CD8 Central Memory,60,Ruxolitinib phosphate,DMSO control,NFkB,5.913123462570336,0.20183588187882884,3.3568036825135174e-09,9.399050311037848e-09,CD8 Central Memory
CD8 Central Memory,61,Ruxolitinib phosphate,DMSO control,Estrogen,5.279843791023995,0.15485650934617867,1.292940677239041e-07,3.016861580224429e-07,CD8 Central Memory
CD8 Central Memory,62,Ruxolitinib phosphate,DMSO control,VEGF,-4.9507818086419215,-0.17688526617309153,7.391593832100789e-07,1.4783187664201578e-06,CD8 Central Memory
CD8 Central Memory,63,Ruxolitinib phosphate,DMSO control,TNFa,4.526384960694635,0.1417394436877748,6.000123749738244e-06,1.0500216562041928e-05,CD8 Central Memory
CD8 Central Memory,64,Ruxolitinib phosphate,DMSO control,TGFb,2.998029445559127,0.0785704981981524,0.002717314178660335,0.004226933166804965,CD8 Central Memory
CD8 Central Memory,65,Ruxolitinib phosphate,DMSO control,p53,2.733053930691354,0.07812099687575502,0.0062750056682749035,0.008785007935584864,CD8 Central Memory
CD8 Central Memory,66,Ruxolitinib phosphate,DMSO control,Trail,-1.6001632437961097,-0.06062433810392687,0.10956237385202829,0.13944302126621783,CD8 Central Memory
CD8 Central Memory,67,Ruxolitinib phosphate,DMSO control,Androgen,1.1379322162319472,0.03406318482370618,0.2551487876042431,0.2976735855382836,CD8 Central Memory
CD8 Central Memory,68,Ruxolitinib phosphate,DMSO control,WNT,-0.596081360494455,-0.02026606565361344,0.5511208755437212,0.5544633020559481,CD8 Central Memory
CD8 Central Memory,69,Ruxolitinib phosphate,DMSO control,Hypoxia,0.5910852503409659,0.02006658122241234,0.5544633020559481,0.5544633020559481,CD8 Central Memory
CD8 Central Memory,70,Gefitinib hydrochloride,DMSO control,VEGF,-3.4581900728265835,-0.12981661984312476,0.0005438175693578527,0.007613445971009937,CD8 Central Memory
CD8 Central Memory,71,Gefitinib hydrochloride,DMSO control,MAPK,-3.242071364690965,-0.12267440580421995,0.001186643034832676,0.008306501243828732,CD8 Central Memory
CD8 Central Memory,72,Gefitinib hydrochloride,DMSO control,JAK-STAT,2.522144089630228,0.07594314527856319,0.011664191876027264,0.05443289542146057,CD8 Central Memory
CD8 Central Memory,73,Gefitinib hydrochloride,DMSO control,Trail,2.3358749609142375,0.08218609036520086,0.01949775931027348,0.06824215758595718,CD8 Central Memory
CD8 Central Memory,74,Gefitinib hydrochloride,DMSO control,NFkB,1.9361522650822376,0.06174051778197276,0.05284905488255927,0.128569353715563,CD8 Central Memory
CD8 Central Memory,75,Gefitinib hydrochloride,DMSO control,TGFb,-1.9180777632583395,-0.051063142836523204,0.05510115159238414,0.128569353715563,CD8 Central Memory
CD8 Central Memory,76,Gefitinib hydrochloride,DMSO control,TNFa,1.8427269580675576,0.0613746967266402,0.06536888594547348,0.13073777189094696,CD8 Central Memory
CD8 Central Memory,77,Gefitinib hydrochloride,DMSO control,WNT,1.727592866020421,0.03819229683180436,0.08406124272356148,0.14710717476623258,CD8 Central Memory
CD8 Central Memory,78,Gefitinib hydrochloride,DMSO control,Estrogen,-1.3619839752394247,-0.04769970446567484,0.173202942416128,0.2694267993139769,CD8 Central Memory
CD8 Central Memory,79,Gefitinib hydrochloride,DMSO control,p53,1.237546118178378,0.041835647106155616,0.21588440397369668,0.3009865063762365,CD8 Central Memory
CD8 Central Memory,80,Gefitinib hydrochloride,DMSO control,Hypoxia,1.183807183801158,0.05422272401220418,0.23648939786704293,0.3009865063762365,CD8 Central Memory
CD8 Central Memory,81,Gefitinib hydrochloride,DMSO control,PI3K,-1.0310703748228014,-0.03223541851346223,0.3025078191433652,0.3529257890005928,CD8 Central Memory
CD8 Central Memory,82,Gefitinib hydrochloride,DMSO control,Androgen,-0.5429619113586563,-0.01692858277276499,0.5871560273662353,0.6323218756251764,CD8 Central Memory
CD8 Central Memory,83,Gefitinib hydrochloride,DMSO control,EGFR,0.20666957179336629,0.001024271030041879,0.8362679225301618,0.8362679225301618,CD8 Central Memory
CD8 Central Memory,84,Erlotinib hydrochloride,DMSO control,MAPK,-3.9585252994769995,-0.14600439385942843,7.541395391740379e-05,0.001055795354843653,CD8 Central Memory
CD8 Central Memory,85,Erlotinib hydrochloride,DMSO control,PI3K,-3.3683107000247445,-0.10696430570385879,0.0007563031342464373,0.0052941219397250605,CD8 Central Memory
CD8 Central Memory,86,Erlotinib hydrochloride,DMSO control,JAK-STAT,3.003671269404242,0.08556508644326494,0.002667433660986008,0.01133100601331027,CD8 Central Memory
CD8 Central Memory,87,Erlotinib hydrochloride,DMSO control,TGFb,-2.944245552884049,-0.06857432238152908,0.00323743028951722,0.01133100601331027,CD8 Central Memory
CD8 Central Memory,88,Erlotinib hydrochloride,DMSO control,VEGF,-2.0942287279194773,-0.08426811031039083,0.03623960982008419,0.10147090749623572,CD8 Central Memory
CD8 Central Memory,89,Erlotinib hydrochloride,DMSO control,Hypoxia,-1.9517507439421142,-0.09036766321157863,0.05096780479812777,0.1088802428400616,CD8 Central Memory
CD8 Central Memory,90,Erlotinib hydrochloride,DMSO control,EGFR,-1.9233180315027476,-0.08208081598271777,0.0544401214200308,0.1088802428400616,CD8 Central Memory
CD8 Central Memory,91,Erlotinib hydrochloride,DMSO control,NFkB,-1.6972936886988095,-0.08692664715754184,0.0896411498589585,0.15687201225317737,CD8 Central Memory
CD8 Central Memory,92,Erlotinib hydrochloride,DMSO control,WNT,1.3234012742512775,0.03233388172106344,0.18570196827044738,0.2888697284206959,CD8 Central Memory
CD8 Central Memory,93,Erlotinib hydrochloride,DMSO control,Androgen,-0.9646909400636285,-0.020436636064366076,0.33469963446610895,0.4685794882525525,CD8 Central Memory
CD8 Central Memory,94,Erlotinib hydrochloride,DMSO control,TNFa,-0.7896029257055699,-0.041445914731233824,0.4297596990857614,0.5469668897455144,CD8 Central Memory
CD8 Central Memory,95,Erlotinib hydrochloride,DMSO control,Estrogen,-0.6380516274900518,-0.02529258293269354,0.5234400734222464,0.6106800856592876,CD8 Central Memory
CD8 Central Memory,96,Erlotinib hydrochloride,DMSO control,Trail,0.3934763996348366,0.010487083165913735,0.6939676515744047,0.7473497786185896,CD8 Central Memory
CD8 Central Memory,97,Erlotinib hydrochloride,DMSO control,p53,0.20401481816682968,-0.005723906327204986,0.8383419192161452,0.8383419192161452,CD8 Central Memory
CD8 Central Memory,98,Erlotinib,DMSO control,TGFb,-5.140039058007376,-0.1386126833243305,2.746813651399281e-07,1.995083221065286e-06,CD8 Central Memory
CD8 Central Memory,99,Erlotinib,DMSO control,MAPK,-5.133097681426906,-0.1846356674899876,2.850118887236123e-07,1.995083221065286e-06,CD8 Central Memory
CD8 Central Memory,100,Erlotinib,DMSO control,Hypoxia,-4.264419612262353,-0.20374034627418514,2.004224837093781e-05,7.166438454611451e-05,CD8 Central Memory
CD8 Central Memory,101,Erlotinib,DMSO control,JAK-STAT,4.2596411283844935,0.13257612844435393,2.0475538441747002e-05,7.166438454611451e-05,CD8 Central Memory
CD8 Central Memory,102,Erlotinib,DMSO control,EGFR,-3.926304153031077,-0.1676799150252284,8.626106654129657e-05,0.00024153098631563038,CD8 Central Memory
CD8 Central Memory,103,Erlotinib,DMSO control,PI3K,-3.3066102438181475,-0.114686055118777,0.0009443218353766226,0.0022034176158787864,CD8 Central Memory
CD8 Central Memory,104,Erlotinib,DMSO control,NFkB,-3.1322710320217175,-0.13726934299484372,0.001734596662536471,0.003469193325072942,CD8 Central Memory
CD8 Central Memory,105,Erlotinib,DMSO control,TNFa,-1.690728195647257,-0.0653133306585576,0.0908887266183153,0.1590552715820518,CD8 Central Memory
CD8 Central Memory,106,Erlotinib,DMSO control,WNT,1.2861163607682955,0.03244946499486878,0.1984024550528133,0.2912041611572735,CD8 Central Memory
CD8 Central Memory,107,Erlotinib,DMSO control,Estrogen,-1.2276679579675305,-0.0380734258673745,0.2195716394525712,0.2912041611572735,CD8 Central Memory
CD8 Central Memory,108,Erlotinib,DMSO control,Trail,1.201964744687676,0.0394538149818906,0.22937718770852533,0.2912041611572735,CD8 Central Memory
CD8 Central Memory,109,Erlotinib,DMSO control,p53,-1.151312815582366,-0.03521164172723301,0.2496035667062344,0.2912041611572735,CD8 Central Memory
CD8 Central Memory,110,Erlotinib,DMSO control,Androgen,-0.9863293722204821,-0.03397300854015273,0.32397151082372566,0.34889239627170454,CD8 Central Memory
CD8 Central Memory,111,Erlotinib,DMSO control,VEGF,0.7160683840548108,0.020925825903935547,0.4739491246157843,0.4739491246157843,CD8 Central Memory
CD8 Central Memory,112,Canertinib dihydrochloride,DMSO control,TNFa,15.663521303075186,0.5354023450415681,2.6860434467355302e-55,3.7604608254297423e-54,CD8 Central Memory
CD8 Central Memory,113,Canertinib dihydrochloride,DMSO control,JAK-STAT,14.076537639967905,0.4457366404812634,5.2940729647435166e-45,3.7058510753204615e-44,CD8 Central Memory
CD8 Central Memory,114,Canertinib dihydrochloride,DMSO control,TGFb,-13.392562336362925,-0.35511415618336695,6.683456465663778e-41,3.1189463506430966e-40,CD8 Central Memory
CD8 Central Memory,115,Canertinib dihydrochloride,DMSO control,NFkB,13.221071724215598,0.49486098570819825,6.631230426884692e-40,2.320930649409642e-39,CD8 Central Memory
CD8 Central Memory,116,Canertinib dihydrochloride,DMSO control,VEGF,-11.711835108620066,-0.4413012859253458,1.1085399577388472e-31,3.1039118816687717e-31,CD8 Central Memory
CD8 Central Memory,117,Canertinib dihydrochloride,DMSO control,p53,10.53400459778549,0.3498893408621342,6.021695045415019e-26,1.4050621772635044e-25,CD8 Central Memory
CD8 Central Memory,118,Canertinib dihydrochloride,DMSO control,MAPK,-8.528627558228386,-0.3120888293291726,1.4809414091778848e-17,2.9618828183557696e-17,CD8 Central Memory
CD8 Central Memory,119,Canertinib dihydrochloride,DMSO control,PI3K,-7.809777860148488,-0.2824798577998639,5.728886661534585e-15,1.0025551657685523e-14,CD8 Central Memory
CD8 Central Memory,120,Canertinib dihydrochloride,DMSO control,Trail,5.609660612127445,0.19649655374509167,2.027237794045951e-08,3.153481012960368e-08,CD8 Central Memory
CD8 Central Memory,121,Canertinib dihydrochloride,DMSO control,Estrogen,-1.682316943730318,-0.06482145413017992,0.09250739725650423,0.12951035615910592,CD8 Central Memory
CD8 Central Memory,122,Canertinib dihydrochloride,DMSO control,EGFR,-1.4785849042123038,-0.06959507109606555,0.13925128975118728,0.1772289142287838,CD8 Central Memory
CD8 Central Memory,123,Canertinib dihydrochloride,DMSO control,Hypoxia,-1.2861299124803391,-0.06156379139173307,0.19839772628258112,0.23146401399634467,CD8 Central Memory
CD8 Central Memory,124,Canertinib dihydrochloride,DMSO control,WNT,-0.5834754460226963,-0.012243257273276797,0.5595732817006035,0.6026173802929576,CD8 Central Memory
CD8 Central Memory,125,Canertinib dihydrochloride,DMSO control,Androgen,0.2783493336794523,0.008013560472546533,0.7807442089911196,0.7807442089911196,CD8 Central Memory
CD8 Central Memory,126,Afatinib dimaleate,DMSO control,TNFa,16.42203187960117,0.5597840258278892,1.3303613076100125e-60,1.8625058306540175e-59,CD8 Central Memory
CD8 Central Memory,127,Afatinib dimaleate,DMSO control,NFkB,15.92744820314803,0.618449764804387,4.086987257975496e-57,2.8608910805828473e-56,CD8 Central Memory
CD8 Central Memory,128,Afatinib dimaleate,DMSO control,EGFR,12.388235568741624,0.5105826995401923,3.026286391529105e-35,1.4122669827135824e-34,CD8 Central Memory
CD8 Central Memory,129,Afatinib dimaleate,DMSO control,VEGF,-10.541155380392276,-0.40235623320388036,5.580899436645655e-26,1.9533148028259793e-25,CD8 Central Memory
CD8 Central Memory,130,Afatinib dimaleate,DMSO control,JAK-STAT,10.189078024825363,0.3165186602511937,2.2185821952224453e-24,6.212030146622846e-24,CD8 Central Memory
CD8 Central Memory,131,Afatinib dimaleate,DMSO control,p53,9.880322590807863,0.32630339452144863,5.0669528442523026e-23,1.182288996992204e-22,CD8 Central Memory
CD8 Central Memory,132,Afatinib dimaleate,DMSO control,PI3K,7.2316877189624496,0.2556077521361849,4.770281215451343e-13,9.540562430902687e-13,CD8 Central Memory
